id,class,reactants>reagents>production
RXN-4204,PWY-2561,[CH3:1][O:2][C:3]1=[CH:37][CH:36]=[C:6]2[C:5](=[CH:4]1)[O:9][C@@H:8]1[C@H:7]2[CH2:35][O:34][C:33]2=[C:10]1[CH:11]=[CH:12][C:13]([O:14][C@@H:15]1[O:16][C@H:17]([CH2:18][OH:19])[C@@H:26]([OH:27])[C@H:28]([OH:29])[C@H:30]1[OH:31])=[CH:32]2.[CH3:38][C:39]([CH3:40])([C@@H:41]([OH:42])[C:43](=[O:44])[NH:45][CH2:46][CH2:47][C:48](=[O:49])[NH:50][CH2:51][CH2:52][S:53][C:20](=[O:25])[CH2:21][C:22](=[O:24])[O-:23])[CH2:54][O:55][P:56](=[O:57])([O:58][P:59](=[O:60])([O:61][CH2:62][C@@H:63]1[C@@H:67]([O:68][P:69]([O-:70])(=[O:71])[O-:72])[C@@H:66]([OH:73])[C@H:65]([N:74]2[C:75]3=[C:80]([C:79]([NH2:83])=[N:78][CH:77]=[N:76]3)/[N:81]=[CH:82]\2)[O:64]1)[O-:84])[O-:85]>>[CH3:1][O:2][C:3]1=[CH:37][CH:36]=[C:6]2[C:5](=[CH:4]1)[O:9][C@@H:8]1[C@H:7]2[CH2:35][O:34][C:33]2=[C:10]1[CH:11]=[CH:12][C:13]([O:14][C@@H:15]1[O:16][C@H:17]([CH2:18][O:19][C:20]([CH2:21][C:22]([O-:23])=[O:24])=[O:25])[C@@H:26]([OH:27])[C@H:28]([OH:29])[C@H:30]1[OH:31])=[CH:32]2.[CH3:38][C:39]([CH3:40])([C@@H:41]([OH:42])[C:43](=[O:44])[NH:45][CH2:46][CH2:47][C:48](=[O:49])[NH:50][CH2:51][CH2:52][SH:53])[CH2:54][O:55][P:56](=[O:57])([O:58][P:59](=[O:60])([O:61][CH2:62][C@H:63]1[O:64][C@@H:65]([N:74]2[C:75]3=[C:80]([C:79]([NH2:83])=[N:78][CH:77]=[N:76]3)/[N:81]=[CH:82]\2)[C@H:66]([OH:73])[C@@H:67]1[O:68][P:69]([O-:70])(=[O:71])[O-:72])[O-:84])[O-:85]
RXN-4513,PWY-2762,[CH3:1][C:2]([CH3:3])=[CH:4][CH2:5][C:6]1=[CH:7]/[C:8]2=[C:21](\[CH:22]=[C:23]/1[OH:24])[O:20][CH2:19][C@:17]1([OH:18])[C@H:9]2[O:10][C:11]2=[CH:12][C:13]([OH:25])=[CH:14][CH:15]=[C:16]12.O=[O:26]>>[CH2:1]=[C:2]([CH3:3])[C@@H:4]1[CH2:5][C:6]2=[C:23](\[CH:22]=[C:21]3[C:8](=[CH:7]/2)/[C@@H:9]2[O:10][C:11]4=[C:16]([CH:15]=[CH:14][C:13]([OH:25])=[CH:12]4)[C@:17]2([OH:18])[CH2:19][O:20]/3)[O:24]1.[OH2:26]
RXN-11433,PWYQT-4473,[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]/[C:9]([S:10][CH2:11][C@H:12]([NH:13][C:23](=[O:31])[CH2:24][CH2:25][C@H:26]([NH3+:30])[C:27]([O-:29])=[O:28])[C:14](=[O:15])[NH:16][CH2:17][C:18]([O-:19])=[O:20])=[N:21]\[OH:22].[OH2:32]>>[CH3:1][S:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]/[C:9]([S:10][CH2:11][C@H:12]([NH3+:13])[C:14](=[O:15])[NH:16][CH2:17][C:18]([O-:19])=[O:20])=[N:21]\[OH:22].[C:23]([CH2:24][CH2:25][C@@H:26]([C:27](=[O:28])[O-:29])[NH3+:30])([O-:31])=[O:32]
1.14.11.20-RXN,PWY-5292,[O:40]=[O:2].[CH2:4]([CH2:8][C:9]([O-:10])=[O:11])[C:5](=[O:7])[C:1]([O-:6])=[O:3].[CH3:12][CH2:13][C@@:14]12/[CH:15]=[CH:16]\[CH2:17][NH+:18]3[CH2:19][CH2:20][C@@:21]4([C:22]5=[C:29]([CH:28]=[C:25]([O:26][CH3:27])[CH:24]=[CH:23]5)[N:30]([CH3:31])[C@H:32]4[C@:33]([C:34]([O:35][CH3:36])=[O:37])([OH:38])[CH2:39]1)[C@H:41]23>>[C:1](=[O:2])=[O:3].[CH2:4]([C:5]([O-:6])=[O:7])[CH2:8][C:9]([O-:10])=[O:11].[CH3:12][CH2:13][C@@:14]12/[CH:15]=[CH:16]\[CH2:17][NH+:18]3[CH2:19][CH2:20][C@@:21]4([C:22]5=[C:29]([CH:28]=[C:25]([O:26][CH3:27])[CH:24]=[CH:23]5)[N:30]([CH3:31])[C@H:32]4[C@:33]([C:34]([O:35][CH3:36])=[O:37])([OH:38])[C@@H:39]1[OH:40])[C@H:41]23
RXN-4845,PWY-2961,[CH2:1]=[C:2]([CH3:18])[C@@H:3]1[CH2:17][CH2:16][C@:5]2([CH2:4]1)[C@H:6]([CH3:15])[CH2:7][C@H:8]([OH:13])[CH2:9][C@@H:10]2[CH:11]=[O:12].[O:14]=[O:19]>>[CH2:1]=[C:2]([C@H:3]1[CH2:4][C@:5]2([C@H:6]([CH3:15])[C@@H:7]([OH:14])[C@H:8]([OH:13])[CH2:9][C@@H:10]2[CH:11]=[O:12])[CH2:16][CH2:17]1)[CH3:18].[OH2:19]
RXN-15374,PWY-7464,[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12][C:13]2=[CH:65][CH:64]=[C:42]([C:44]([O:38][CH2:37][C@@H:39]3[C@@H:66]([OH:67])[C@H:68]([OH:69])[C@@H:70]([OH:71])[C@H:32]([O:33][C:34]4=[CH:30][C:29]([O-:72])=[C:28]5[C:27](=[CH:25]4)[O+:23]=[C:14]([C:15]4=[CH:21][C:20]([OH:22])=[C:18]([OH:19])[CH:17]=[CH:16]4)[C:78]([O:43][C@H:24]4[C@H:46]([OH:45])[C@@H:58]([OH:59])[C@H:60]([OH:61])[C@@H:62]([CH2:35][OH:36])[O:63]4)=[CH:40]5)[O:31]3)=[O:80])[CH:41]=[CH:26]2)[O:11]1.[CH2:73]([C@H:74]1[O:79][C@@H:47]([O:48][C:49](=[O:50])[C:51]2=[CH:57][CH:56]=[C:54]([OH:55])[CH:53]=[CH:52]2)[C@H:75]([OH:83])[C@@H:76]([OH:82])[C@@H:77]1[OH:81])[OH:84]>>[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12][C:13]2=[CH:26][C:25]3=[C:27]([O-:72])[CH:28]=[C:29]([O:31][C@@H:32]4[O:33][C@H:34]([CH2:35][O:36][C:37](=[O:38])[C:39]5=[CH:65][CH:64]=[C:42]([O:43][C@@H:44]6[O:45][C@H:46]([CH2:47][O:48][C:49](=[O:50])[C:51]7=[CH:57][CH:56]=[C:54]([OH:55])[CH:53]=[CH:52]7)[C@@H:58]([OH:59])[C@H:60]([OH:61])[C@H:62]6[OH:63])[CH:41]=[CH:40]5)[C@@H:66]([OH:67])[C@H:68]([OH:69])[C@H:70]4[OH:71])[CH:30]=[C:24]3[O+:23]=[C:14]2[C:15]2=[CH:21][C:20]([OH:22])=[C:18]([OH:19])[CH:17]=[CH:16]2)[O:11]1.[CH2:73]([C@@H:74]1[C@@H:75]([OH:83])[C@H:76]([OH:82])[C@@H:77]([OH:81])[CH:78]([OH:80])[O:79]1)[OH:84]
RXN-14432,PWY-7256,[CH3:44][O:45][C:46]1=[C:47]([OH:48])[CH:49]=[CH:50][C:51](/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](O)[C@H]([OH:56])[C@@H:40]([CH2:41][OH:42])[O:43]2)=[CH:57]1.[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12][C:13]2=[CH:30]C3=C([O-])C=C([O-])C=[C:27]3[O+:26]=[C:14]2[C:18]2=[CH:24][CH:23]=[C:21]([OH:22])[C:20]([OH:25])=[CH:19]2)[O:11]1.C(O)[C@@H]1[C@@H](O)[C@H:38]([OH:39])[C@@H:36]([OH:37])[C@H:34]([O:32][C:33]2=CC3=C([O-])[CH:28]=[C:29]([O-:31])C=C3[O+]=[C:17]2[C:16]2=[CH:52][CH:53]=[C:54]([OH:55])C(O)=[CH:15]2)[O:35]1.COC1=C(O)C=CC(/C=C/C(=O)O[C@H]2[C@H](O)[C@@H](O)[C@H](O)[C@@H](CO)O2)=C1>>[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:5])[C@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([O:12]/[C:13]2=[CH:30]/[C:29]([O-:31])=[CH:28]\[C:27]3=[C:14]2[CH:15]=[C:16]([O:32][C@H:33]2[C@H:34]([OH:35])[C@@H:36]([OH:37])[C@H:38]([OH:39])[C@@H:40]([CH2:41][OH:42])[O:43]2)[C:17]([C:18]2=[CH:24][CH:23]=[C:21]([OH:22])[C:20]([OH:25])=[CH:19]2)=[O+:26]3)[O:11]1.[CH3:44][O:45][C:46]1=[CH:57][C:51](/[CH:52]=[CH:53]/[C:54]([O-:55])=[O:56])=[CH:50][CH:49]=[C:47]1[OH:48]
RXN-9109,PWY-5809,C[C:3]1=[C:19]([OH:20])\[C:18]2=[C:7](\[CH:6]=[CH:4]/1)[C:8](=[O:9])[C:10]1=[C:15]([C:14]([OH:21])=[C:13]([O:2][CH3:1])[C:12]([OH:5])=[CH:11]1)[C:16]2=[O:17]>>[CH3:1][O:2][C:3]1=[C:19]([OH:20])\[C:18]2=[C:7](\[CH:6]=[C:4]/1[OH:5])[C:8](=[O:9])[C:10]1=[C:15]([C:14]([OH:21])=[CH:13][CH:12]=[CH:11]1)[C:16]2=[O:17]
RXN-1345,PWY-7056,[CH3:16][CH2:17]/[CH:18]=[CH:19]\[CH2:20][C@@H:21](/[CH:1]=[CH:3]/[CH:4]=[CH:5]\[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13]([O-:15])=[O:14])[O:22][OH:2]>>[CH:1](=[O:2])[CH2:3]/[CH:4]=[CH:5]\[CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13](=[O:14])[O-:15].[CH3:16][CH2:17]/[CH:18]=[CH:19]\[CH2:20][CH:21]=[O:22]
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN,PWY-922,[CH3:70][C:69](=[O:71])[CH2:68][C:66](=[O:67])[S:17][CH2:16][CH2:15][NH:14][C:12](=[O:13])[CH2:11][CH2:10][NH:9][C:7](=[O:8])[C@H:5]([OH:6])[C:3]([CH3:2])([CH3:4])[CH2:18][O:19][P:20](=[O:21])([O:22][P:23](=[O:24])([O:25][CH2:26][C@@H:27]1[C@@H:31]([O:32][P:33]([O-:34])(=[O:35])[O-:36])[C@@H:30]([OH:37])[C@H:29]([N:38]2[C:39]3=[C:44]([C:43]([NH2:47])=[N:42][CH:41]=[N:40]3)/[N:45]=[CH:46]\2)[O:28]1)[O-:48])[O-:49].[OH2:74].[CH3:72][C:73](=[O:75])[S:65][CH2:64][CH2:63][NH:62][C:60](=[O:61])[CH2:59][CH2:58][NH:57][C:55](=[O:56])[C@H:53]([OH:54])[C:51]([CH3:50])([CH3:52])[CH2:76][O:77][P:78](=[O:79])([O:80][P:81](=[O:82])([O:83][CH2:84][C@@H:85]1[C@@H:86]([O:87][P:88]([O-:89])(=[O:90])[O-:91])[C@@H:92]([OH:93])[C@H:94]([N:96]2[C:97]3=[C:102]([C:101]([NH2:105])=[N:100][CH:99]=[N:98]3)/[N:103]=[CH:104]\2)[O:95]1)[O-:106])[O-:107]>>[H+:1].[CH3:2][C:3]([CH3:4])([C@@H:5]([OH:6])[C:7](=[O:8])[NH:9][CH2:10][CH2:11][C:12](=[O:13])[NH:14][CH2:15][CH2:16][SH:17])[CH2:18][O:19][P:20](=[O:21])([O:22][P:23](=[O:24])([O:25][CH2:26][C@H:27]1[O:28][C@@H:29]([N:38]2[C:39]3=[C:44]([C:43]([NH2:47])=[N:42][CH:41]=[N:40]3)/[N:45]=[CH:46]\2)[C@H:30]([OH:37])[C@@H:31]1[O:32][P:33]([O-:34])(=[O:35])[O-:36])[O-:48])[O-:49].[CH3:50][C:51]([CH3:52])([C@@H:53]([OH:54])[C:55](=[O:56])[NH:57][CH2:58][CH2:59][C:60](=[O:61])[NH:62][CH2:63][CH2:64][S:65][C:66](=[O:67])[CH2:68][C@@:69]([CH3:70])([OH:71])[CH2:72][C:73](=[O:74])[O-:75])[CH2:76][O:77][P:78](=[O:79])([O:80][P:81](=[O:82])([O:83][CH2:84][C@@H:85]1[C@@H:86]([O:87][P:88]([O-:89])(=[O:90])[O-:91])[C@@H:92]([OH:93])[C@H:94]([N:96]2[C:97]3=[C:102]([C:101]([NH2:105])=[N:100][CH:99]=[N:98]3)/[N:103]=[CH:104]\2)[O:95]1)[O-:106])[O-:107]
RXN-8050,PWY-5195,[CH2:13]=[C:12]([C@H:5]1[C@H:4]2[CH:3]=[C:2]([CH3:1])[CH2:7][CH2:8][C@H:9]2[C@H:10]([CH3:16])[CH2:11][CH2:6]1)[CH3:15].[O:17]=[O:14]>>[CH3:1]/[C:2]1=[CH:11]\[C@H:10]2[C@@H:5]([CH2:4][CH2:3]1)[C@H:6]([CH3:16])[CH2:7][CH2:8][C@H:9]2[C:12]([CH2:13][OH:14])=[CH2:15].[OH2:17]
RXN-12065,PWY-7824,[CH:6](\[CH2:5][C:1]1=[CH:10][CH:9]=[CH:4][CH:3]=[CH:2]1)=[N:7]/[OH:8]>>[CH:1]1=[CH:10][CH:9]=[C:4]([CH2:5]/[CH:6]=[N:7]\[OH:8])[CH:3]=[CH:2]1
3.1.1.78-RXN,PWY-5301,[OH2:5].[CH3:6][CH:7]=[C:8]1[C@@H:9]2[C@:10]([C:3](=[O:4])[O:2][CH3:1])([CH:11]=[O:12])[C@H:13]3[N:14]([C@@H:15]([CH2:16]2)[C:17]2=[C:25]([C:24]4=[C:19]([NH:18]2)[CH:20]=[CH:21][CH:22]=[CH:23]4)[CH2:26]3)[CH2:27]1>>[CH3:1][OH:2].[C:3](=[O:4])=[O:5].[CH3:6][CH:7]=[C:8]1[C@@H:9]2[C@@H:10]([CH:11]=[O:12])[C@H:13]3[N:14]([C@@H:15]([CH2:16]2)[C:17]2=[C:25]([C:24]4=[C:19]([NH:18]2)[CH:20]=[CH:21][CH:22]=[CH:23]4)[CH2:26]3)[CH2:27]1
PELUDP-RXN,PWY-7267,[CH2:26]([OH:27])[C@@H:28]1[C@@H:29]([OH:30])[C@H:31]([OH:32])[C@@H:33]([OH:34])[C@@H:35]([O:37][P:3]([O:2][P:7](=[O:8])([O-:9])[O:6][CH2:1][C@H:11]2[O:12][C@@H:13]([N:18]3[CH:19]=[CH:20][C:21](=[O:22])[NH:23][C:24]3=[O:25])[C@H:14]([OH:15])[C@@H:16]2[OH:17])([O-:5])=[O:4])[O:36]1.[CH:56]1=[CH:55][C:53]([OH:54])=[CH:52][CH:51]=[C:50]1[C:39]1=[O+:40][C:41]2=[C:46]([C:45]([O-:48])=[CH:44][C:43]([OH:49])=[CH:42]2)/[CH:47]=[C:38]\1[O-:10]>>[CH2:1]([O:2][P:3](=[O:4])([O-:5])[O:6][P:7](=[O:8])([O-:9])[O-:10])[C@H:11]1[O:12][C@@H:13]([N:18]2[CH:19]=[CH:20][C:21](=[O:22])[NH:23][C:24]2=[O:25])[C@H:14]([OH:15])[C@@H:16]1[OH:17].[CH2:26]([OH:27])[C@@H:28]1[C@@H:29]([OH:30])[C@H:31]([OH:32])[C@@H:33]([OH:34])[C@H:35]([O:37]/[C:38]2=[CH:47]\[C:46]3=[C:41]([O+:40]=[C:39]2[C:50]2=[CH:56][CH:55]=[C:53]([OH:54])[CH:52]=[CH:51]2)[CH:42]=[C:43]([O-:49])[CH:44]=[C:45]3[O-:48])[O:36]1.[H+:57]
RXN-9638,PWY-5990,[CH3:1][CH2:2][C@H:3]([CH3:4])[C@H:5]([NH:6][OH:8])[C:9]([O-:10])=[O:11].[O:7]=[O:12]>>[CH3:1][CH2:2][C@H:3]([CH3:4])[C@H:5]([N:6]([OH:7])[OH:8])[C:9]([O-:10])=[O:11].[OH2:12]
NICOTINATE-N-METHYLTRANSFERASE-RXN,PWY-5110,[CH3:29][S+:2]([CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:1][CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[CH:27]1=[CH:31][CH:32]=[C:33]([C:34]([O-:35])=[O:36])[CH:30]=[N:28]1>>[CH2:1]([S:2][CH2:3][C@@H:4]1[C@@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([N:10]2[C:11]3=[C:16]([C:15]([NH2:19])=[N:14][CH:13]=[N:12]3)/[N:17]=[CH:18]\2)[O:20]1)[CH2:21][C@@H:22]([C:23]([O-:24])=[O:25])[NH3+:26].[CH:27]1=[C:33]([C:34]([O-:35])=[O:36])[CH:32]=[CH:31][CH:30]=[N+:28]1[CH3:29]
RXN-16411,PWY-7636,[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[CH:14]([OH:17])[CH2:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[CH:37]([OH:40])[CH2:36][CH2:35][C:34]1([CH3:41])[CH3:42]>>[CH3:1][C:2](/[CH:3]=[CH:4]/[CH:5]=[C:6]([CH3:7])/[CH:8]=[CH:9]/[C:10]1=[C:15]([CH3:16])[C:14]([OH:17])=[CH:13][CH2:12][C:11]1([CH3:18])[CH3:19])=[CH:20]\[CH:21]=[CH:22]\[CH:23]=[C:24]([CH3:25])\[CH:26]=[CH:27]\[CH:28]=[C:29]([CH3:30])\[CH:31]=[CH:32]\[C:33]1=[C:38]([CH3:39])[CH:37]([OH:40])[CH2:36][CH2:35][C:34]1([CH3:41])[CH3:42]
RXN-7854,PWY-5140,[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]1=[CH:25][C:24]([OH:23])=[C:12]([CH2:13]/[CH:14]=[C:15](\[CH3:16])[CH2:17][CH2:18][CH:19]=[C:20]([CH3:21])[CH3:22])[C:11]([OH:26])=[C:7]1[C:8]([O-:9])=[O:10].[O:27]=[O:28]>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][C:6]1=[CH:25]\[C:24]2=[C:12]([C:11](\[OH:26])=[C:7]/1[C:8]([O-:9])=[O:10])/[C@@H:13]1[CH:14]=[C:15]([CH3:16])[CH2:17][CH2:18][C@H:19]1[C:20]([CH3:21])([CH3:22])[O:23]2.[OH:27][OH:28]
D-PINITOL-DEHYDROGENASE-RXN,PWY-6739,[CH3:1][O:2][C@H:3]1[C@H:4]([OH:5])[C@@H:6]([OH:7])[C@@H:8]([OH:9])[C@H:10]([OH:11])[C@@H:12]1[OH:13].[CH:14]1=[N+:15]([C@@H:16]2[O:17][C@H:18]([CH2:23][O:24][P:25]([O:26][P:27]([O:28][CH2:29][C@@H:30]3[C@@H:31]([OH:50])[C@@H:32]([O:45][P:46]([O-:47])([O-:48])=[O:49])[C@H:33]([N:34]4[C:35]5=[C:40]([C:39]([NH2:43])=[N:38][CH:37]=[N:36]5)/[N:41]=[CH:42]\4)[O:44]3)([O-:51])=[O:52])(=[O:53])[O-:54])[C@@H:19]([OH:22])[C@H:20]2[OH:21])[CH:55]=[C:56]([C:59](=[O:60])[NH2:61])[CH:57]=[CH:58]1>>[CH3:1][O:2][C@@H:3]1[C@@H:4]([OH:5])[C:6](=[O:7])[C@H:8]([OH:9])[C@H:10]([OH:11])[C@H:12]1[OH:13].[CH:14]1=[CH:58][CH2:57][C:56]([C:59](=[O:60])[NH2:61])=[CH:55][N:15]1[C@@H:16]1[O:17][C@H:18]([CH2:23][O:24][P:25]([O:26][P:27]([O:28][CH2:29][C@@H:30]2[C@@H:31]([OH:50])[C@@H:32]([O:45][P:46]([O-:47])([O-:48])=[O:49])[C@H:33]([N:34]3[C:35]4=[C:40]([C:39]([NH2:43])=[N:38][CH:37]=[N:36]4)/[N:41]=[CH:42]\3)[O:44]2)([O-:51])=[O:52])(=[O:53])[O-:54])[C@@H:19]([OH:22])[C@H:20]1[OH:21].[H+:62]
RXN-7601,PWY-5038,[CH3:14][S+:17]([CH2:18][C@@H:19]1[C@@H:20]([OH:21])[C@@H:22]([OH:23])[C@H:24]([N:25]2[C:26]3=[C:31]([C:30]([NH2:34])=[N:29][CH:28]=[N:27]3)/[N:32]=[CH:33]\2)[O:35]1)[CH2:16][CH2:36][C@@H:37]([C:38]([O-:39])=[O:40])[NH3+:41].[CH3:2][N:3]1/[CH:13]=[N:12]\[C:11]2=[C:4]1[C:5](=[O:6])[N:7]([CH3:15])[C:8](=[O:9])[NH:10]2>>[H+:1].[CH3:2][N:3]1[C:4]2=[C:11]([N:10]([CH3:14])[C:8](=[O:9])[N:7]([CH3:15])[C:5]2=[O:6])/[N:12]=[CH:13]\1.[CH2:16]([S:17][CH2:18][C@@H:19]1[C@@H:20]([OH:21])[C@@H:22]([OH:23])[C@H:24]([N:25]2[C:26]3=[C:31]([C:30]([NH2:34])=[N:29][CH:28]=[N:27]3)/[N:32]=[CH:33]\2)[O:35]1)[CH2:36][C@@H:37]([C:38]([O-:39])=[O:40])[NH3+:41]
RXN-13692,PWY-7114,[CH2:1]=[CH:2][C:3]([CH3:4])([CH2:6][CH2:7][CH:8]=[C:9]([CH3:10])[CH3:11])[O:5][C@H:27]1[C@H:25]([OH:26])[C@@H:23]([OH:24])[C@H:19]([OH:20])[C@@H:17]([CH2:16][O:15][C@H:14]2[C@H:21]([OH:22])[C@@H:31]([OH:32])[C@H:29]([OH:30])[CH2:12][O:13]2)[O:18]1.[OH2:28]>>[CH2:1]=[CH:2][C:3]([CH3:4])([OH:5])[CH2:6][CH2:7][CH:8]=[C:9]([CH3:10])[CH3:11].[CH2:12]([O:13][C@@H:14]1[O:15][CH2:16][C@@H:17]([OH:18])[C@H:19]([OH:20])[C@H:21]1[OH:22])[C@H:23]1[O:24][CH:25]([OH:26])[C@H:27]([OH:28])[C@@H:29]([OH:30])[C@@H:31]1[OH:32]
RXN-19993,PWY-5301,[CH3:1][CH2:2][C@H:3]1[C@@H:4]2[CH:5]3[C@@H:6]([O:7][C:8](=[O:9])[CH3:10])[C:11]45[C:12]6=[CH:26][CH:25]=[CH:24][CH:23]=[C:13]6[N:14]=[C:15]4[C@H:16]([CH2:17]2)[N:18]([C@@H:19]1[OH:20])[C@H:21]3[CH2:22]5.[CH:27]1=[N+:28]([C@@H:29]2[O:30][C@H:31]([CH2:36][O:37][P:38]([O:39][P:40]([O:41][CH2:42][C@@H:43]3[C@@H:44]([OH:63])[C@@H:45]([O:58][P:59]([O-:60])([O-:61])=[O:62])[C@H:46]([N:47]4[C:48]5=[C:53]([C:52]([NH2:56])=[N:51][CH:50]=[N:49]5)/[N:54]=[CH:55]\4)[O:57]3)([O-:64])=[O:65])(=[O:66])[O-:67])[C@@H:32]([OH:35])[C@H:33]2[OH:34])[CH:68]=[C:70]([C:72](=[O:73])[NH2:74])[CH:69]=[CH:71]1>>[CH3:1][CH:2]=[C:3]1[C@@H:4]2[CH:5]3[C@@H:6]([O:7][C:8](=[O:9])[CH3:10])[C:11]45[C:12]6=[CH:26][CH:25]=[CH:24][CH:23]=[C:13]6[N:14]=[C:15]4[C@H:16]([CH2:17]2)[N:18]([C@@H:19]1[OH:20])[C@H:21]3[CH2:22]5.[CH:27]1=[CH:71][CH2:70][C:69]([C:72](=[O:73])[NH2:74])=[CH:68][N:28]1[C@@H:29]1[O:30][C@H:31]([CH2:36][O:37][P:38]([O:39][P:40]([O:41][CH2:42][C@@H:43]2[C@@H:44]([OH:63])[C@@H:45]([O:58][P:59]([O-:60])([O-:61])=[O:62])[C@H:46]([N:47]3[C:48]4=[C:53]([C:52]([NH2:56])=[N:51][CH:50]=[N:49]4)/[N:54]=[CH:55]\3)[O:57]2)([O-:64])=[O:65])(=[O:66])[O-:67])[C@@H:32]([OH:35])[C@H:33]1[OH:34].[H+:75]
RXN-9129,PWY-5810,[CH3:1][C:2]1=[C:21]([OH:22])[C:20]([C:23]([CH3:24])=[O:25])=[C:19]([OH:18])[C:5]([C:6]2([CH3:7])[C:8]([O-:9])=[C:10]([C:11]([CH3:12])=[O:13])[C:14](=[O:15])[CH:16]=[C:17]2[O-:26])=[C:3]1[OH:4]>>[CH3:1][C:2]1=[C:21]([OH:22])\[C:20]([C:23]([CH3:24])=[O:25])=[C:19]2[C:5](=[C:3]/1[O-:4])/[C@:6]1([CH3:7])[C:8](=[O:9])[C:10]([C:11]([CH3:12])=[O:13])=[C:14]([O-:15])[CH:16]=[C:17]1[O:18]/2.[OH2:26]
RXN-15399,PWY-7477,[CH2:1]=[CH:2][C@:3]1([CH3:23])[CH2:4][CH2:5][C@H:6]2[C@@:7]3([CH3:22])[CH2:8][CH2:9][CH2:10][C@:11]([CH3:20])([C:18]([O-:21])=[O:17])[C@@H:12]3[CH2:13]/[CH:14]=[C:15]\2[CH2:16]1>>[CH2:1]=[CH:2][C@:3]1([CH3:23])[CH2:4][CH2:5][CH:6]2[C@@:7]3([CH3:22])[CH2:8][CH2:9][CH:10]([OH:21])[C@@:11]4([CH3:20])[CH:12]3[CH:13](/[CH:14]=[C:15]\2[CH2:16]1)[O:17][C:18]4=[O:19]
RXN-13969,PWY-7256,[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:43])[C@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([O:30][C:17]2=[CH:16][C:15]3=[C:14]([O-:42])[CH:13]=[C:37]([O-:40])[CH:21]=[C:20]3[O+:19]=[C:18]2[C:22]2=[CH:28][CH:27]=[C:25]([OH:26])[C:24]([OH:29])=[CH:23]2)[O:10]1.[CH3:44][O:45][C:46]1=[CH:52][C:51]([C:53](=[O:54])[O:55][C@@H:12]2[O:11][C@H:31]([CH2:38][OH:39])[C@@H:32]([OH:33])[C@H:34]([OH:41])[C@H:35]2[OH:36])=[CH:50][CH:49]=[C:47]1[OH:48]>>[CH2:1]([OH:2])[C@@H:3]1[C@@H:4]([OH:43])[C@H:5]([OH:6])[C@@H:7]([OH:8])[C@H:9]([O:11][C:12]2=[CH:21]\[C:20]3=[C:15](\[C:14]([O-:42])=[CH:13]/2)[CH:16]=[C:17]([O:30][C@H:31]2[C@H:32]([OH:33])[C@@H:34]([OH:41])[C@H:35]([OH:36])[C@@H:37]([CH2:38][OH:39])[O:40]2)[C:18]([C:22]2=[CH:28][CH:27]=[C:25]([OH:26])[C:24]([OH:29])=[CH:23]2)=[O+:19]3)[O:10]1.[CH3:44][O:45][C:46]1=[CH:52][C:51]([C:53](=[O:54])[O-:55])=[CH:50][CH:49]=[C:47]1[OH:48]
